op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
0,1,1,1,1,1,1,1,1,1,1,1,64,'\'(459.963403-573.253522]\'',229,'\'(21.845585-inf)\'',6,4,2,3,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,0,1,1,1,1,1,0,1,1,68,'\'(366.642527-459.963403]\'',76,'\'(13.465412-15.967208]\'',11,7,5,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
1,0,1,1,1,0,1,1,1,1,1,1,67,'\'(-inf-366.642527]\'',25,'\'(-inf-13.465412]\'',5,3,2,2,2,'INGENIERIA CIVIL INFORMATICA',6.5,A
0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(-inf-366.642527]\'',28,'\'(-inf-13.465412]\'',10,7,5,3,2,'INGENIERIA CIVIL INFORMATICA',6.6,A
0,0,0,0,1,0,0,0,0,1,1,1,125,'\'(741.552114-inf)\'',254,'\'(21.845585-inf)\'',8,5,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,0,0,1,1,1,0,0,1,1,78,'\'(741.552114-inf)\'',65,'\'(18.512556-21.845585]\'',11,7,5,4,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,0,0,0,1,1,0,1,0,1,85,'\'(459.963403-573.253522]\'',42,'\'(15.967208-18.512556]\'',4,4,1,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
1,1,0,0,0,1,1,1,0,0,1,1,78,'\'(366.642527-459.963403]\'',65,'\'(15.967208-18.512556]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,1,1,0,0,1,0,1,1,0,91,'\'(573.253522-741.552114]\'',93,'\'(21.845585-inf)\'',5,2,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',47,'\'(-inf-13.465412]\'',10,6,5,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
1,0,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',18,'\'(-inf-13.465412]\'',8,6,4,2,2,'INGENIERIA CIVIL INFORMATICA',6.3,A
1,0,1,1,1,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',69,'\'(13.465412-15.967208]\'',4,3,2,1,0,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
0,1,0,0,0,1,1,1,0,0,0,1,93,'\'(573.253522-741.552114]\'',73,'\'(18.512556-21.845585]\'',5,2,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,0,0,0,0,0,1,1,0,0,0,0,148,'\'(366.642527-459.963403]\'',124,'\'(21.845585-inf)\'',8,4,4,2,2,'BACHILLERATO EN CIENCIAS',7,A
0,1,1,1,0,0,1,1,1,1,1,0,80,'\'(366.642527-459.963403]\'',36,'\'(13.465412-15.967208]\'',10,6,5,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
1,1,0,1,0,1,1,1,0,1,0,1,73,'\'(741.552114-inf)\'',28,'\'(18.512556-21.845585]\'',9,6,4,3,3,'INGENIERIA CIVIL INFORMATICA',6.4,A
1,1,0,0,1,0,1,1,0,1,1,0,71,'\'(-inf-366.642527]\'',72,'\'(13.465412-15.967208]\'',8,5,4,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,1,0,0,1,1,0,1,1,1,70,'\'(459.963403-573.253522]\'',44,'\'(13.465412-15.967208]\'',10,6,5,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
0,1,1,0,1,0,1,1,1,0,1,1,75,'\'(366.642527-459.963403]\'',63,'\'(13.465412-15.967208]\'',7,4,3,2,1,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,1,1,1,0,1,1,1,1,1,1,68,'\'(-inf-366.642527]\'',42,'\'(-inf-13.465412]\'',6,3,4,1,2,'INGENIERIA CIVIL INFORMATICA',7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(573.253522-741.552114]\'',28,'\'(13.465412-15.967208]\'',7,5,3,2,3,'INGENIERIA CIVIL INDUSTRIAL',6,A
0,0,0,1,0,1,1,1,0,1,1,1,70,'\'(-inf-366.642527]\'',24,'\'(-inf-13.465412]\'',11,7,5,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(573.253522-741.552114]\'',56,'\'(13.465412-15.967208]\'',6,3,3,2,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,0,0,1,1,1,0,0,0,1,90,'\'(366.642527-459.963403]\'',32,'\'(15.967208-18.512556]\'',4,3,2,0,1,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,0,0,0,0,0,1,1,0,1,1,1,82,'\'(573.253522-741.552114]\'',90,'\'(18.512556-21.845585]\'',10,6,5,3,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,1,0,0,1,0,1,1,0,1,1,1,70,'\'(741.552114-inf)\'',31,'\'(15.967208-18.512556]\'',8,5,4,3,3,'INGENIERIA CIVIL INFORMATICA',6.6,A
1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(459.963403-573.253522]\'',41,'\'(13.465412-15.967208]\'',9,5,5,2,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,0,0,1,1,1,1,0,1,1,70,'\'(-inf-366.642527]\'',34,'\'(-inf-13.465412]\'',8,5,5,2,2,'INGENIERIA CIVIL INFORMATICA',6.7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',18,'\'(-inf-13.465412]\'',7,5,2,4,3,'INGENIERIA CIVIL INFORMATICA',7,A
1,1,0,1,0,0,1,1,0,1,1,1,74,'\'(741.552114-inf)\'',62,'\'(21.845585-inf)\'',9,5,5,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,0,0,1,1,1,1,0,1,1,1,74,'\'(459.963403-573.253522]\'',62,'\'(15.967208-18.512556]\'',7,4,4,2,1,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,1,0,1,1,1,1,1,1,62,'\'(573.253522-741.552114]\'',103,'\'(18.512556-21.845585]\'',7,4,3,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,1,0,0,1,1,1,1,0,0,1,1,69,'\'(-inf-366.642527]\'',57,'\'(13.465412-15.967208]\'',10,6,5,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,1,0,0,1,1,1,1,1,1,1,70,'\'(366.642527-459.963403]\'',33,'\'(-inf-13.465412]\'',6,4,2,2,3,'INGENIERIA CIVIL INFORMATICA',7,A
1,1,0,1,1,1,1,1,0,1,1,1,62,'\'(366.642527-459.963403]\'',29,'\'(-inf-13.465412]\'',9,5,5,3,3,'INGENIERIA CIVIL INFORMATICA',7,A
1,0,0,1,1,0,1,1,0,1,1,1,71,'\'(366.642527-459.963403]\'',39,'\'(13.465412-15.967208]\'',9,6,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,0,0,1,0,1,1,0,1,1,0,105,'\'(366.642527-459.963403]\'',143,'\'(21.845585-inf)\'',10,6,5,3,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,0,0,1,1,0,1,1,0,1,1,1,77,'\'(366.642527-459.963403]\'',42,'\'(13.465412-15.967208]\'',6,4,2,1,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642527-459.963403]\'',60,'\'(13.465412-15.967208]\'',5,4,1,2,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,0,0,0,1,1,0,1,1,1,85,'\'(366.642527-459.963403]\'',69,'\'(15.967208-18.512556]\'',10,6,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',27,'\'(-inf-13.465412]\'',7,4,3,2,3,'INGENIERIA CIVIL INFORMATICA',7,A
1,0,1,0,1,1,1,1,1,1,1,1,67,'\'(459.963403-573.253522]\'',78,'\'(15.967208-18.512556]\'',10,6,5,3,3,'INGENIERIA INDUSTRIAL',6.8,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(741.552114-inf)\'',62,'\'(18.512556-21.845585]\'',8,5,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(459.963403-573.253522]\'',73,'\'(13.465412-15.967208]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,0,1,1,1,0,1,1,1,1,1,0,70,'\'(-inf-366.642527]\'',43,'\'(-inf-13.465412]\'',8,5,4,2,3,'INGENIERIA CIVIL INFORMATICA',7,A
1,1,0,0,0,1,1,1,0,1,1,1,71,'\'(741.552114-inf)\'',43,'\'(18.512556-21.845585]\'',9,6,4,3,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,0,0,0,0,1,1,0,1,1,1,68,'\'(459.963403-573.253522]\'',24,'\'(13.465412-15.967208]\'',10,7,4,4,3,'INGENIERIA CIVIL INFORMATICA',7,A
0,1,0,0,0,0,1,1,0,1,0,1,85,'\'(-inf-366.642527]\'',137,'\'(18.512556-21.845585]\'',9,5,4,2,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,0,0,0,0,1,1,0,0,0,0,1,87,'\'(459.963403-573.253522]\'',62,'\'(18.512556-21.845585]\'',8,4,5,2,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,0,1,0,0,0,1,1,1,0,1,1,89,'\'(573.253522-741.552114]\'',80,'\'(18.512556-21.845585]\'',9,6,3,4,3,'INGENIERIA CIVIL INFORMATICA',6.9,A
1,1,0,0,0,0,1,1,0,1,1,0,101,'\'(573.253522-741.552114]\'',41,'\'(18.512556-21.845585]\'',10,7,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,0,0,0,1,1,1,1,0,1,1,1,66,'\'(573.253522-741.552114]\'',29,'\'(13.465412-15.967208]\'',11,7,5,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
